#,PU_LOC_ID,STATE,LGA,RA,PU,BUILDING_TYPE_ID,LAT,LONG,PU_LOC_NUM_AFFILIATIONS,PU_LOC_DESC,,,
43830,IM0501003,IM,5,1,3,4,5.92426117,7.062222255,0,the unit is a sch beside and anglican church in akpulu,,,
43831,IM0501004,IM,5,1,4,9,5.922391179,7.062306915,0,the unit is a hall in nkwu mkt akpulu,,,
43832,IM0501005,IM,5,1,5,4,5.920809522,7.07144333,0,the unit is a sch in apkulu village,,,
43833,IM0501006,IM,5,1,6,4,5.920801001,7.071492439,0,the unit is a sch in apkulu village,,,
43834,IM0501007,IM,5,1,7,5,5.918030443,7.054908062,0,"the unit is in akpulu village,its a resisdential building",,,
43835,IM0501008,IM,5,1,8,16,5.923787933,7.059688893,0,the unit is a village sq in akpulu,,,
43836,IM0501009,IM,5,1,9,5,5.919700409,7.075056067,0,the unit is a resisdential house on umuezeoke rd akpulu,,,
43837,IM0501010,IM,5,1,10,5,5.919545668,7.075058104,0,the unit is a resisdential house off umeuzeoke rd akpulu,,,
43838,IM0501011,IM,5,1,11,9,5.917980208,7.07075011,0,the unit is a town hall beside akpulu health centre,,,
43839,IM0502001,IM,5,2,1,16,5.919098167,7.080880587,0,the unit is a village sq behind a gas staion in isiokpo,,,
43840,IM0502002,IM,5,2,2,9,5.914897755,7.085909684,0,the unit is a hall in isiokpo,,,
43841,IM0502003,IM,5,2,3,9,5.914317741,7.082644992,0,the unit is a town hall in isiokpo,,,
43842,IM0502004,IM,5,2,4,4,5.917061043,7.082684289,0,the unit is a sch beside st james church isokpo,,,
43843,IM0502005,IM,5,2,5,9,5.914300064,7.082651004,0,the unit is a town hall in isiokpo,,,
43844,IM0502006,IM,5,2,6,4,5.917044827,7.082687594,0,the unit is a sch beside st james church isiokpo,,,
43845,IM0502007,IM,5,2,7,4,5.917041264,7.082692039,0,the unit is a sch beside st james church isiokpo,,,
43846,IM0502008,IM,5,2,8,4,5.917171885,7.082238176,0,the unit is a sch beside st james church isiokpo,,,
43847,IM0502009,IM,5,2,9,4,5.917159209,7.082223474,0,the unit is a sch beside st james church isiokpo,,,
43848,IM0502010,IM,5,2,10,9,5.917841616,7.078327744,0,the unit is a hall on akpulu isiokpo rd,,,
43849,IM0502011,IM,5,2,11,9,5.916887094,7.086610986,0,the unit isa hall in isiokpo,,,
43850,IM0502012,IM,5,2,12,5,5.903560686,7.040926394,0,the unit is a resisdential building in mberu,,,
43851,IM0503001,IM,5,3,1,4,5.91417184,7.109167513,0,the unit is a fence sch on okigwe onitsha rd,,,
43852,IM0503002,IM,5,3,2,9,5.91641905,7.094348724,0,the unit is a hall in umuekwara,,,
43853,IM0503003,IM,5,3,3,5,5.914344387,7.104105642,0,the unit is a residential building in,,,
43854,IM0503004,IM,5,3,4,9,5.903671914,7.102399863,0,the unit is  uncompleted hall in umuokpwara,,,
43855,IM0503005,IM,5,3,5,9,5.908744287,7.107694658,0,the unit is a hall in umuokpwara,,,
43856,IM0503006,IM,5,3,6,4,5.912705376,7.095835288,0,the unit is in umoupkwara,,,
43857,IM0503007,IM,5,3,7,9,5.91266006,7.115405931,0,the unit is a hall in umeuzeaga,,,
43858,IM0503008,IM,5,3,8,4,5.912489174,7.095868878,0,the unit is a sch in umuokwara,,,
43859,IM0503009,IM,5,3,9,5,5.913203971,7.113325339,0,the unit is a residential house belonging to the eze of umuezeaga comm,,,
43860,IM0503010,IM,5,3,10,9,5.915674458,7.118886363,0,the unit is a town hall in nkwerre,,,
43861,IM0503011,IM,5,3,11,9,5.909158565,7.095620376,0,the unit is opp a catholic church in umoukwara,,,
43862,IM0503012,IM,5,3,12,9,5.915370526,7.099768264,0,the unit is a hall in umuokwara,,,
43863,IM0503013,IM,5,3,13,9,5.915230849,7.092714778,0,the unit is a fence hall in umoupkwara,,,
43864,IM0503014,IM,5,3,14,9,5.912301908,7.119410009,0,the unit is a hall fence round in umuozeaga,,,
43865,IM0503015,IM,5,3,15,4,5.907486565,7.101094382,0,the unit is and uncompleted town hall in umoupkwara,,,
43866,IM0504001,IM,5,4,1,9,5.930906162,7.101837829,0,the unit is a family sq in akwu akokwa,,,
43867,IM0504002,IM,5,4,2,9,5.920085717,7.106324083,0,the unit is and uncompleted hall in akokwa,,,
43868,IM0504003,IM,5,4,3,9,5.925892029,7.100415526,0,the unit is a hall in okigwe onitsha rd,,,
43869,IM0504004,IM,5,4,4,5,5.929135398,7.107022938,0,the unit is a residential house in umunukpa,,,
43870,IM0504005,IM,5,4,5,16,5.923698438,7.110192213,0,the uit is a fence village sq in akokwa,,,
43871,IM0504006,IM,5,4,6,9,5.906331405,7.137991724,0,"the unit is a civic centre,owerre",,,
43872,IM0504007,IM,5,4,7,4,5.908932935,7.138926026,0,"the unit is a sch in owerre akukwa,it is opp a catholic church",,,
43873,IM0504008,IM,5,4,8,4,5.900544419,7.134929728,0,"the unit is a sch in owerre,ikigwe onitsha rd",,,
43874,IM0504009,IM,5,4,9,16,5.910487323,7.151787688,0,the unit is a village sq in owerre akokwa,,,
43875,IM0504010,IM,5,4,10,4,5.924839988,7.096508433,0,the unit is a sch off okigwe onitsha rd in akokwa,,,
43876,IM0505001,IM,5,5,1,9,5.911183999,7.122366532,0,the unit is along onitsha okigwe rd,,,
43877,IM0505002,IM,5,5,2,9,5.90783228,7.127376548,0,the unit is a hall in umuopia,,,
43878,IM0505003,IM,5,5,3,9,5.911217155,7.12249756,0,the unit is off onitsha okigwe rd,,,
43879,IM0505004,IM,5,5,4,9,5.90683359,7.117788691,0,the unit is a hall in okwaraji,,,
43880,IM0505005,IM,5,5,5,16,5.897876166,7.112702237,0,the unit is a hall in umukegwu,,,
43881,IM0505006,IM,5,5,6,9,5.906489625,7.112801137,0,"the unit is a town hall ,[storey building]",,,
43882,IM0505007,IM,5,5,7,9,5.903180042,7.109200331,0,the unit is a storey building hall on orlu rd,,,
43883,IM0505008,IM,5,5,8,9,5.896599996,7.104658878,0,the unit is a town hall fenced round in umuahunanya,,,
43884,IM0505009,IM,5,5,9,9,5.893707032,7.108603561,0,the unit is a hall in umukoko,,,
43885,IM0505010,IM,5,5,10,9,5.889640317,7.111363595,0,the unit is a village hall in umukoko,,,
43886,IM0505011,IM,5,5,11,9,5.885527524,7.111440489,0,the unit is a hall in umuokoko,,,
43887,IM0505012,IM,5,5,12,4,5.910793145,7.128278322,0,the unit is a sch in umuopia,,,
43888,IM0505013,IM,5,5,13,9,5.905213516,7.118301954,0,the unit is a town hall in umukegwu village,,,
43889,IM0505014,IM,5,5,14,9,5.897856762,7.13203915,0,the unit is and old town hall in umuopia,,,
43890,IM0506001,IM,5,6,1,4,5.879854362,7.141922305,0,the unit is a pry sch in iheme arondizougu,,,
43891,IM0506002,IM,5,6,2,4,5.895654526,7.148364019,0,the unit is a pry sch along okigwe arondizougu akukwa rd,,,
43892,IM0506003,IM,5,6,3,4,5.871458729,7.180845858,0,the unit is a sch in ugwu ogidi arondizougu,,,
43893,IM0506004,IM,5,6,4,4,5.866592598,7.248644879,0,the unit is a sch in obinetiti,,,
43894,IM0506005,IM,5,6,5,4,5.866584864,7.248675546,0,the unit is a primary sch in obinetiti,,,
43895,IM0506006,IM,5,6,6,4,5.892035244,7.226522637,0,"the unit is a sch in akaeme ohiauche,close to st micheal's church",,,
43896,IM0506007,IM,5,6,7,4,5.904401354,7.163750785,0,the unit is a sch in akuwanta close to crist the king church,,,
43897,IM0506008,IM,5,6,8,4,5.904373169,7.163676454,0,the unit is a sch in akunwanta close to christ the king church,,,
43898,IM0506009,IM,5,6,9,4,5.882455995,7.165355609,0,the unit is a sch in oguonyeoma arondizougu,,,
43899,IM0506010,IM,5,6,10,4,5.866278957,7.234830869,0,the unit is a sch in ikpaokoli arondizougu,,,
43900,IM0506011,IM,5,6,11,9,5.884526744,7.145925947,0,the unit is a town hall in anichenu arondizougu,,,
43901,IM0506012,IM,5,6,12,4,5.879288577,7.145063253,0,the unit is a sch in iheme arondizougu,,,
43902,IM0506013,IM,5,6,13,5,5.870326898,7.248846961,0,the unit is a residential house along obinetiti ndimoko rd,,,
43903,IM0506014,IM,5,6,14,5,5.870346385,7.248820731,0,the unit is a residential house in obinettiti ndimoko rd,,,
43904,IM0506015,IM,5,6,15,9,5.877893781,7.165691385,0,the unit is a hall in ogbuonyeoma,,,
43905,IM0506016,IM,5,6,16,9,5.886223339,7.165894529,0,the unit is a town hall in nkwo achi,,,
43906,IM0506017,IM,5,6,17,4,5.881592042,7.173362545,0,the unit is  in okigwe izuogu,,,
43907,IM0506018,IM,5,6,18,9,5.883694877,7.159670237,0,the unit is a hall in ogbuunyeoma arondizougu,,,
43908,IM0506019,IM,5,6,19,9,5.872573963,7.185032366,0,the unit is a town hall in ndiukwu,,,
43909,IM0506020,IM,5,6,20,4,5.865676803,7.253684394,0,the unit is asch in obinetiti,,,
43910,IM0507001,IM,5,7,1,4,5.871628601,7.195093151,0,the unit is a sch in diawa beside  st james catholic church,,,
43911,IM0507002,IM,5,7,2,9,5.819247648,7.181355379,0,the unit is and uncompleted building in ndiuche arondizougu,,,
43912,IM0507003,IM,5,7,3,9,5.85217973,7.199737692,0,"the unit is a town hall,uncompleted in ndiadimoha",,,
43913,IM0507004,IM,5,7,4,9,5.865317406,7.186818184,0,the unit is a hall in orima village,,,
43914,IM0507005,IM,5,7,5,9,5.822858244,7.180750776,0,the unit is a village hall in arondizougu,,,
43915,IM0507006,IM,5,7,6,9,5.808166685,7.172644302,0,the unit is a town hall in aguochie arondizougu,,,
43916,IM0507007,IM,5,7,7,4,5.857749559,7.196933898,0,the unit is a sch in ndiadimoha arondizougu,,,
43917,IM0508001,IM,5,8,1,9,5.880814137,7.257987376,0,the unit is a sch in ndimoko,,,
43918,IM0508002,IM,5,8,2,9,5.873016355,7.256744443,0,the unit is a village hall in ndimoko,,,
43919,IM0508003,IM,5,8,3,4,5.884417509,7.243859142,0,the unit is a small village hall in ugwungeneocha,,,
43920,IM0508004,IM,5,8,4,16,5.893272869,7.251673568,0,the unit is a village sq in okporenyi,,,
43921,IM0508005,IM,5,8,5,16,5.876951493,7.250656826,0,the unit is a village sq in ndimoko,,,
43922,IM0508006,IM,5,8,6,4,5.885624556,7.25682194,0,the unit a sch beside st bath anglican church,,,
43923,IM0508007,IM,5,8,7,16,5.892117259,7.255043272,0,the unit is in front of a residential house in okporenyi,,,
43924,IM0509001,IM,5,9,1,4,5.900645066,7.078721878,0,the unit is a sch fence round close to a mkt [eke obodo uku mkt],,,
43925,IM0509002,IM,5,9,2,4,5.897328624,7.069552068,0,"the unit is a sch in umunwarahu,beside st luke church",,,
43926,IM0509003,IM,5,9,3,9,5.899171757,7.079539265,0,the unit is a storey building town hall in ugbelle,,,
43927,IM0509004,IM,5,9,4,4,5.892273867,7.05055573,0,the unit is a primary sch close to st john church umune,,,
43928,IM0509005,IM,5,9,5,4,5.901324201,7.078515454,0,the unit is a sch fence round close to[ eke obodo ukwu mkt],,,
43929,IM0509006,IM,5,9,6,4,5.909865813,7.062362429,0,the unit is a pry sch in umunkwukwa,,,
43930,IM0509007,IM,5,9,7,4,5.900657309,7.078703108,0,the unit is a sch close to eke obodo ukwu mkt in obodo,,,
43931,IM0509008,IM,5,9,8,4,5.886149911,7.055216605,0,the unit is a sch in uzubi,,,
43932,IM0509009,IM,5,9,9,6,5.90044867,7.077582149,0,"the unit is comm bank buildind,obodokwu comm bank",,,
43933,IM0509010,IM,5,9,10,4,5.900677772,7.078718436,0,"the unit has more than one unit,it is located in eke obodo ukwu mkt",,,
43934,IM0509011,IM,5,9,11,9,5.906854659,7.078078232,0,the unit is a hall in umuagbadagwo,,,
43935,IM0509012,IM,5,9,12,4,5.909651614,7.062302121,0,the unit is a pry sch in umunkwukwa,,,
43936,IM0509013,IM,5,9,13,9,5.908541596,7.05708144,0,the unit ia a hall in umunkwukwa,,,
43937,IM0509014,IM,5,9,14,9,5.890796221,7.081118418,0,the unit is a hall in umumejiaku,,,
43938,IM0509015,IM,5,9,15,9,5.886097963,7.072324094,0,the unit is and uncovered town hall in umeuzego village,,,
43939,IM0509016,IM,5,9,16,9,5.909400799,7.071798007,0,the unit is a hall in umuoka village,,,
43940,IM0509017,IM,5,9,17,4,5.901316769,7.078534216,0,the unit is a sch with fence in obodo,,,
43941,IM0509018,IM,5,9,18,4,5.897319144,7.069448652,0,the unit is a sch close to st luke church.in obodo ukwu,,,
43942,IM0510001,IM,5,10,1,4,5.894930701,7.097651501,0,the unit is a sch in osina village,,,
43943,IM0510002,IM,5,10,2,9,5.888204808,7.090748697,0,the unit is a village hall in osina,,,
43944,IM0510003,IM,5,10,3,9,5.883160871,7.087934266,0,the unit is a town hall in ikpa,,,
43945,IM0510004,IM,5,10,4,9,5.891740095,7.09796777,0,the unit is a town hall in ezihe village,,,
43946,IM0510005,IM,5,10,5,4,5.878938195,7.10475149,0,the unit is a primary sch off orlu rd,,,
43947,IM0510006,IM,5,10,6,9,5.882482242,7.095955811,0,the unit is a pri sch in alaogidi,,,
43948,IM0510007,IM,5,10,7,4,5.896915426,7.091718949,0,the unit is a sch in osina,,,
43949,IM0510008,IM,5,10,8,9,5.883930502,7.103656322,0,the unit is a town hall on orlu rd,,,
43950,IM0510009,IM,5,10,9,4,5.874800362,7.111827599,0,the unit is a sec sch in osina off orlu rd,,,
43951,IM0510010,IM,5,10,10,9,5.896572916,7.096009782,0,the unit is a hall in osina,,,
43952,IM0510011,IM,5,10,11,9,5.878927988,7.09791582,0,the unit is a smll hall in ezeogbuwe osina,,,
43953,IM0511001,IM,5,11,1,9,5.886011336,7.128712105,0,"the unit is a town hall in uzi,close to st paull's catholic church",,,
43954,IM0511002,IM,5,11,2,9,5.896277533,7.120198843,0,it is a small uncovered hall located in ezihe village,,,
43955,IM0511003,IM,5,11,3,4,5.891864799,7.12111693,0,the unit is in uzi village,,,
43956,IM0511004,IM,5,11,4,9,5.913346762,7.186479424,0,the unit is a town hall in obinato,,,
43957,IM0511005,IM,5,11,5,9,5.904515489,7.193578897,0,the unit is a town hall in obinihu,,,
43958,IM0511006,IM,5,11,6,9,5.885064184,7.13326906,0,the unit is a sch in uzii,,,
43959,IM0511007,IM,5,11,7,16,5.876833436,7.132430859,0,the unit is in lock up store in erenama mkt sq,,,
43960,IM0511008,IM,5,11,8,16,5.896232534,7.189608017,0,the unit is a sq in amanato,,,
43961,IM0511009,IM,5,11,9,4,5.903894785,7.180982064,0,the unit is a sch in umualoama,,,
43962,IM0511010,IM,5,11,10,9,5.897194938,7.128485989,0,the unit is a small hall with fence in uzi,,,
43963,IM0512001,IM,5,12,1,4,5.871785928,7.068729482,0,the unit is a pri sch in umutoru village,,,
43964,IM0512002,IM,5,12,2,9,5.882760753,7.067718188,0,the unit is a town hall located on umueshiahuruike,,,
43965,IM0512003,IM,5,12,3,9,5.879382773,7.067347202,0,the unit is a hall in umuelearo village,,,
43966,IM0512004,IM,5,12,4,9,5.873151868,7.080819754,0,the unit is a hall in umuago village,,,
43967,IM0512005,IM,5,12,5,9,5.874872016,7.083413637,0,"the unit is a town hall,storey building in umuago",,,
43968,IM0512006,IM,5,12,6,9,5.864429246,7.071407011,0,the unit is a hall in umuikpa,,,
43969,IM0512007,IM,5,12,7,9,5.860317567,7.058640584,0,the unit is a hall in ugwunano village,,,
43970,IM0512008,IM,5,12,8,9,5.861227169,7.066339069,0,the unit is a hall in uuikpa,,,
43971,IM0512009,IM,5,12,9,9,5.879688878,7.071899601,0,the unit is a hall in umunueji village,,,
43972,IM0512010,IM,5,12,10,9,5.875959967,7.054256204,0,the unit is a town hall in eluama village,,,
43973,IM0512011,IM,5,12,11,4,5.869658343,7.062554673,0,the unit is a sch in umueomeji village,,,
43974,IM0512012,IM,5,12,12,9,5.880339881,7.063979917,0,the unit is a hall in umuonyema village,,,
43975,IM0513001,IM,5,13,1,9,5.868244526,7.089500891,0,the unit is a hall located at ikpa,,,
43976,IM0513002,IM,5,13,2,9,5.851046119,7.084814063,0,the unit is a town hall located  at ikpanta road,,,
43977,IM0513003,IM,5,13,3,9,5.869499356,7.099402766,0,the unit is a fenced town hall located at okwualighili,,,
43978,IM0513004,IM,5,13,4,9,5.859194088,7.094888393,0,it is a town hall located at Amanato Village,,,
43979,IM0513005,IM,5,13,5,9,5.861531883,7.096976376,0,located at Eziokwu Kindred Uruala,,,
43980,IM0513006,IM,5,13,6,9,5.860192747,7.074492169,0,the unit is a hall in  umuago village,,,
43981,IM0513007,IM,5,13,7,9,5.851375907,7.068948613,0,the unit is located at umuago village,,,
43982,IM0513008,IM,5,13,8,9,5.851337643,7.068958305,0,the unit is located at umuago village,,,
43983,IM0513009,IM,5,13,9,4,5.863609741,7.080304191,0,the unit is a sch located close to aforiro juction,,,
43984,IM0513010,IM,5,13,10,9,5.869186934,7.087954469,0,the unit is an open hall located at ikpa,,,
43985,IM0513011,IM,5,13,11,9,5.868933485,7.09692424,0,the unit is located in okwualighili,,,
43986,IM0513012,IM,5,13,12,4,5.850628529,7.094662741,0,the unit is a secondary sch along uruala orlu rd,,,
43987,IM0513013,IM,5,13,13,9,5.855935095,7.075790978,0,the unit is a town hall close to a church queen of apostle,,,
43988,IM0513014,IM,5,13,14,4,5.856326806,7.100877754,0,Located beside Old St.Michael Church Uruala,,,
43989,IM0513015,IM,5,13,15,9,5.863976073,7.097884476,0,A town hall in umuduru ikpa,,,
43990,IM0513016,IM,5,13,16,4,5.857110679,7.104297484,0,Located inside a corner not accessible in umuago,,,
43991,IM0513017,IM,5,13,17,9,5.84640071,7.063769,0,the unit is in umuezeogwuru,,,
43992,IM0513018,IM,5,13,18,9,5.855865958,7.081731783,0,the unit is and uncompleted hall in ikpa close to a saw mill,,,
43993,IM0513019,IM,5,13,19,4,5.855514941,7.067144251,0,the unit is a sch in umuago village,,,
43994,IM0514001,IM,5,14,1,4,5.884208701,7.198054559,0,the unit is a sch beside st joseph catholic church ndiejezie arundizougu,,,
43995,IM0514002,IM,5,14,2,4,5.864378671,7.214284937,0,the unit is a sch in arondizougu,,,
43996,IM0514003,IM,5,14,3,4,5.906264286,7.154178226,0,the unit is a sch in amazu-uno,,,
43997,IM0514004,IM,5,14,4,4,5.88418944,7.197961594,0,"the unit is a sch in ndiejezie arundizougu,beside st joseph catholic church",,,
43998,IM0514005,IM,5,14,5,4,5.855608086,7.225468674,0,the unit is a sch in arondizougu,,,
43999,IM0514006,IM,5,14,6,9,5.864848148,7.212638436,0,the unit is a hall fenced round in arondizougu,,,
44000,IM0514007,IM,5,14,7,4,5.864376543,7.214303062,0,the unit is asch in arondizougu,,,
44001,IM0601001,IM,6,1,1,4,5.819116817,7.117585483,0,"opposite st.joseph's catholic parish, amanator",,,
44002,IM0601002,IM,6,1,2,9,5.811360137,7.114662524,0,"the hall is located behind amanator community secondary school, amanator",,,
44003,IM0601003,IM,6,1,3,9,5.80484944,7.107266996,0,"the hall is located in front of chief valentine ikezuagu ukwoma's compound,the village head of Umueze amanator.",,,
44004,IM0601004,IM,6,1,4,4,5.821405767,7.115019363,0,the school is located opposite ralph petrol station.amanator,,,
44005,IM0601005,IM,6,1,5,9,5.832990096,7.103791645,0,the square is located close to peter opa's house.okorobi,,,
44006,IM0601006,IM,6,1,6,9,5.830800097,7.109046676,0,"the hall is beside umueshi secondary school, umueshi.",,,
44007,IM0601007,IM,6,1,7,9,5.820286979,7.109559861,0,the polling unit is located at umuawa hall after eke umuawa in umuawa village,,,
44008,IM0601008,IM,6,1,8,9,5.833289067,7.096527388,0,"the hall is located after umueshi maternity and health centre and before uche bright's house, umuokwara",,,
44009,IM0601009,IM,6,1,9,9,5.83476122,7.09938542,0,"the hall is located before umueshi maternity and health centre, umueshi",,,
44010,IM0601010,IM,6,1,10,9,5.827283097,7.103159472,0,"the square is located at the end of duru and duru avenue, umuduruaku",,,
44011,IM0601011,IM,6,1,11,16,5.834850948,7.124029697,0,"the square is located at obinugwu-umueshi, close to the stream at obinugwu.",,,
44012,IM0601012,IM,6,1,12,9,5.823845106,7.107439064,0,the hall is located at the umuokwaraire end of the umuokwaraire-umuawa road.,,,
44013,IM0601013,IM,6,1,13,4,5.816221358,7.110407621,0,the school is located after afor umunogbo along chief ralph duru road.amanator,,,
44014,IM0601014,IM,6,1,14,9,5.817886016,7.120498698,0,"the hall is located behind Ezeudor,s palace, ikpagbara",,,
44015,IM0602001,IM,6,2,1,9,5.777959534,7.15187284,0,"in front of eze ebubedike's compound, umudike",,,
44016,IM0602002,IM,6,2,2,9,5.786384598,7.153985256,0,the hall is on the road leading to chief peter oduroishi's compound. umuafai,,,
44017,IM0602003,IM,6,2,3,16,5.786428174,7.154058485,0,"the square is close to chief peter oduroishi's compound, umuafai.",,,
44018,IM0602004,IM,6,2,4,9,5.773810211,7.160730802,0,"the hall iis opposite agbara kweshe onwu's compound, nkahu",,,
44019,IM0602005,IM,6,2,5,7,5.776588068,7.160349439,0,"the health centre is located after oporoji naka's compound and close to nkahu civic centre, nkahu.",,,
44020,IM0602006,IM,6,2,6,16,5.766612376,7.164959957,0,"the hall is located along umuchoke road leading to ukwelle,amaimo local government.",,,
44021,IM0602007,IM,6,2,7,9,5.79313387,7.174616642,0,the hall is located after chief samuel anochiam's house at umuejim village.,,,
44022,IM0602008,IM,6,2,8,16,5.772640225,7.157050705,0,"the square is in front of rufus enwerem's house, ndiabo village",,,
44023,IM0602009,IM,6,2,9,4,5.768071672,7.155913266,0,"the school is located after st.peters anglican church, dikenafai",,,
44024,IM0602813,IM,6,2,813,9,5.777959534,7.15187284,0,"in front of eze ebubedike's compound, umudik",,,
44025,IM0603001,IM,6,3,1,4,5.77481864,7.140111105,0,"the school is opposite st. andrews anglican church,isieke.",,,
44026,IM0603002,IM,6,3,2,9,5.789340701,7.139241843,0,"the hall is located by umuaghobe market square, close to enoch ohiagu's compound,umuaghobe",,,
44027,IM0603003,IM,6,3,3,9,5.798949924,7.146434921,0,the hall is opposite central school awalla and also close to awalla square,,,
44028,IM0603004,IM,6,3,4,9,5.792039598,7.141935556,0,"the hall is close to DC 10's compound,umuaghobe",,,
44029,IM0603005,IM,6,3,5,4,5.791529909,7.136423869,0,"the school is located opposite young silver's compound,umuaghobe",,,
44030,IM0603006,IM,6,3,6,16,5.796112989,7.147626792,0,"the square is located close to eke emezie's compound, nkwo awalla",,,
44031,IM0603007,IM,6,3,7,4,5.799506561,7.146577473,0,"the school is located opposite awalla hall, awalla",,,
44032,IM0603008,IM,6,3,8,16,5.797691993,7.148828167,0,"the square is located along hospital road, awalla.",,,
44033,IM0604001,IM,6,4,1,9,5.783912987,7.131519412,0,"the hall is located near isiekere civic centre, umuojisi",,,
44034,IM0604002,IM,6,4,2,9,5.789281505,7.118978745,0,"the hall is located after the assemblies of jehovah's witnesses, umudim village.",,,
44035,IM0604003,IM,6,4,3,16,5.788528827,7.118008733,0,"the square is located beside community school, umudim.",,,
44036,IM0604004,IM,6,4,4,9,5.801570065,7.126850546,0,"the hall is located opposite glory plaza, okohia village",,,
44037,IM0604005,IM,6,4,5,16,5.796727845,7.133396686,0,"the hall is close to anujuo family compound,umuelekuba",,,
44038,IM0604006,IM,6,4,6,4,5.809058754,7.127825459,0,"the school is located opposite umunakwe village hall and beside anglican church,okohia",,,
44039,IM0604007,IM,6,4,7,4,5.797696701,7.122607329,0,"the school is located after egbeonu's family compound, umudim",,,
44040,IM0604008,IM,6,4,8,9,5.802858297,7.137484599,0,"the hall is located close to ezeora's house, umuofeke",,,
44041,IM0605001,IM,6,5,1,16,5.845005535,7.118371644,0,"the square is located at primary school 4 ntueke,uhualla village",,,
44042,IM0605002,IM,6,5,2,9,5.851138112,7.100661303,0,the hall is located along aguoru lane close to innocent aguoru's compound.,,,
44043,IM0605003,IM,6,5,3,4,5.844472593,7.100206918,0,"the school is located opposite st.joseph catholic church,ntueke",,,
44044,IM0605004,IM,6,5,4,16,5.854481136,7.113163395,0,"the square is located in front of earnest Nnadibuagha's compound, obinugwu",,,
44045,IM0605005,IM,6,5,5,9,5.843554487,7.111874104,0,"the hall is located in front of the Eze's compound in Uhualla,Ntueke",,,
44046,IM0605006,IM,6,5,6,9,5.839482082,7.094692049,0,"the hall is located beside assemblies of God church,ogwume,ntueke",,,
44047,IM0605007,IM,6,5,7,16,5.840321381,7.10122802,0,the hall is located close to law medical's family compound.umunze,,,
44048,IM0606001,IM,6,6,1,9,5.802984433,7.085185829,0,"the hall is located at umuduruaku village, close to enwereaku,s compound,eluama",,,
44049,IM0606002,IM,6,6,2,9,5.807125789,7.081431736,3,"the hall is close to ugbelle-ogboko road,uhualla village",,,
44050,IM0606003,IM,6,6,3,9,5.802976691,7.085192218,0,"the hall is located at umuduruaku village, close to enwereaku,s compound,eluama",,,
44051,IM0606004,IM,6,6,4,9,5.807129293,7.081433678,3,"the hall is close to ugbelle-ogboko road,uhualla village",,,
44052,IM0606005,IM,6,6,5,9,5.807129516,7.081437215,3,"the hall is close to ugbelle-ogboko road,uhualla village",,,
44053,IM0606006,IM,6,6,6,9,5.804747164,7.085816097,0,"the hall is close to the eze's compound,eluama",,,
44054,IM0607001,IM,6,7,1,16,5.836847529,7.077669338,0,"the square is infront of chief ezenwata's compound,ama akwarinta",,,
44055,IM0607002,IM,6,7,2,4,5.832546999,7.077773103,0,"the school is located along the main road, opposite church of immaculate conception, umuchima",,,
44056,IM0607003,IM,6,7,3,9,5.834007266,7.079933373,0,"the hall is located in front of okwaraocha family compound,obiohia",,,
44057,IM0607004,IM,6,7,4,16,5.8334031,7.081481156,0,"the square is located along obiohia-ntueke road,obiohia",,,
44058,IM0608001,IM,6,8,1,4,5.821966734,7.086029353,0,"the school is located along umuisiaku-umuchima road, ogboko",,,
44059,IM0608002,IM,6,8,2,9,5.820007517,7.090840994,0,"the hall is located close to the eze's palace, umudurueheakwa",,,
44060,IM0608003,IM,6,8,3,16,5.808195876,7.070692303,0,"the square is located at ama-agusiegbe around joseph agusiegbe's compound, ama-agusiegbe.",,,
44061,IM0608004,IM,6,8,4,16,5.817852812,7.089853627,0,"the polling station is located at the afor market square, and is located in front of the ogboko health centre",,,
44062,IM0609001,IM,6,9,1,9,5.818399765,7.083879311,0,"the hall is located along ogboko-mgbe road,umuezeala",,,
44063,IM0609002,IM,6,9,2,16,5.815253318,7.087948588,0,the market square is located along the road from umuokoromene leading to umulewe,,,
44064,IM0610001,IM,6,10,1,4,5.820677002,7.161073172,0,"the school is located at the entrance of umuakam community when coming from the local government, umuakam",,,
44065,IM0610002,IM,6,10,2,4,5.820802608,7.161066907,2,"the school is located at the entrance of umuakam community when coming from the local government, umuakam",,,
44066,IM0610003,IM,6,10,3,4,5.820694517,7.163089422,0,"the school is located beside umuakam community anglican church after umuakam roundabout, umuakam",,,
44067,IM0610004,IM,6,10,4,4,5.819307975,7.162341351,0,the school is located at the boundary between umuago and umuakam,,,
44068,IM0610005,IM,6,10,5,9,5.81476013,7.165868816,0,"the civic hall is located at the eke umuago market square, umuago",,,
44069,IM0610006,IM,6,10,6,9,5.816370406,7.170839736,0,the polling unit is located close to the Eze of Umuago's palace.,,,
44070,IM0610007,IM,6,10,7,16,5.826796769,7.16787399,0,"the square is located after umuakam community maternity hospital, umuakam",,,
44071,IM0611001,IM,6,11,1,16,5.830196095,7.074428226,0,"the square is located in front of the eze of umuchima's palace, umuchima",,,
44072,IM0611002,IM,6,11,2,16,5.837096495,7.056696578,0,the square is located after wilfred echegwo's house and in front of alphius Ekuogwu's house.obinugwu,,,
44073,IM0611003,IM,6,11,3,16,5.823784299,7.061263969,0,"the square is located close to thomas ebi's family compound and at the back of ferdinand duru's compound, umudurunwaneri",,,
44074,IM0611004,IM,6,11,4,16,5.826903935,7.066313742,0,"the square is located opposite ferdinand rubber processing factory, uhualla",,,
